"Ano","Universidad","Semestre","Nivel Educativo","Programa","Categoria Docentes","Genero","Numero"
2009,"Corporación Universitaria del Huila CORHUILA",,"Pregrado","Ingeniería Industrial","Docente Catedrático",,55
2009,"Corporación Universitaria del Huila CORHUILA",,"Pregrado","Administración Bancaria y Financiera","Docente Catedrático",,37
2009,"Corporación Universitaria del Huila CORHUILA",,"Pregrado","Administración Comercial","Docente Catedrático",,22
2009,"Corporación Universitaria del Huila CORHUILA",,"Pregrado","Mercadeo, Publicidad y Ventas","Docente Catedrático",,26
2009,"Corporación Universitaria del Huila CORHUILA",,"Pregrado","Ingeniería Ambiental","Docente Catedrático",,31
2009,"Corporación Universitaria del Huila CORHUILA",,"Pregrado","Ingeniería de Sistemas","Docente Catedrático",,19
2009,"Corporación Universitaria del Huila CORHUILA",,"Pregrado","Administración Turística","Docente Catedrático",,9
2009,"Corporación Universitaria del Huila CORHUILA",,"Pregrado","Negocios Internacionales","Docente Catedrático",,1
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Diurna","Docente Tiempo completo","Hombre",10
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Nocturna ","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Pitalito","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - La Plata","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Diurna","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Nocturna","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Garzón ","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Administración Financiera","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - Garzón","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - Pitalito","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - La Plata","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Enfermería","Docente Tiempo completo","Hombre",17
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Medicina","Docente Tiempo completo","Hombre",20
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Psicología - Neiva","Docente Tiempo completo","Hombre",5
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud ocupacional - Garzón","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud Ocupacional - Pitalito","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud Ocupacional - La Plata","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería Agrícola - Neiva","Docente Tiempo completo","Hombre",22
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería de Petróleos","Docente Tiempo completo","Hombre",14
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería Electrónica","Docente Tiempo completo","Hombre",11
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Obras Civiles","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Obras Civiles - Pitalito","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas Agropecuarias - Garzón","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología Forestal - Neiva","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Neiva","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Garzón","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Pitalito","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Física - Neiva","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatrua en Lenguas Modernas - Neiva","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Artes visuales","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Español y Comunicación Educativa  - Neiva","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Educación Artística y Cultural","Docente Tiempo completo","Hombre",6
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Humanidades, Lengua Extranjera - Neiva","Docente Tiempo completo","Hombre",6
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Ciencias Naturales y Educación Ambiental - Neiva","Docente Tiempo completo","Hombre",1
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Educación Física Recreación y Deportes ","Docente Tiempo completo","Hombre",11
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en humanidades y lengua Castellana","Docente Tiempo completo","Hombre",4
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Matemáticas - Neiva","Docente Tiempo completo","Hombre",8
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Pedagogía Infantil","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Comunicación Social y Periodísmo","Docente Tiempo completo","Hombre",6
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Acuicultura Continental - Neiva","Docente Tiempo completo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Derecho  Diurna- Neiva","Docente Tiempo completo","Hombre",10
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Diurna","Docente Tiempo completo","Mujer",3
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Nocturna ","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Pitalito","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - La Plata","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Diurna","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Nocturna","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Garzón ","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Administración Financiera","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - Garzón","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - Pitalito","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - La Plata","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Enfermería","Docente Tiempo completo","Mujer",1
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Medicina","Docente Tiempo completo","Mujer",4
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Psicología - Neiva","Docente Tiempo completo","Mujer",5
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud ocupacional - Garzón","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud Ocupacional - Pitalito","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud Ocupacional - La Plata","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería Agrícola - Neiva","Docente Tiempo completo","Mujer",2
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería de Petróleos","Docente Tiempo completo","Mujer",2
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería Electrónica","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Obras Civiles","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Obras Civiles - Pitalito","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas Agropecuarias - Garzón","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología Forestal - Neiva","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Neiva","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Garzón","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Pitalito","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Física - Neiva","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatrua en Lenguas Modernas - Neiva","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Artes visuales","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Español y Comunicación Educativa  - Neiva","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Educación Artística y Cultural","Docente Tiempo completo","Mujer",1
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Humanidades, Lengua Extranjera - Neiva","Docente Tiempo completo","Mujer",4
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Ciencias Naturales y Educación Ambiental - Neiva","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Educación Física Recreación y Deportes ","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en humanidades y lengua Castellana","Docente Tiempo completo","Mujer",2
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Matemáticas - Neiva","Docente Tiempo completo","Mujer",1
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Pedagogía Infantil","Docente Tiempo completo","Mujer",9
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Comunicación Social y Periodísmo","Docente Tiempo completo","Mujer",3
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Acuicultura Continental - Neiva","Docente Tiempo completo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Derecho  Diurna- Neiva","Docente Tiempo completo","Mujer",2
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Diurna","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Nocturna ","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Pitalito","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - La Plata","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Diurna","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Nocturna","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Garzón ","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Administración Financiera","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - Garzón","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - Pitalito","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - La Plata","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Enfermería","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Medicina","Docente Medio tiempo","Hombre",44
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Psicología - Neiva","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud ocupacional - Garzón","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud Ocupacional - Pitalito","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud Ocupacional - La Plata","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería Agrícola - Neiva","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería de Petróleos","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería Electrónica","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Obras Civiles","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Obras Civiles - Pitalito","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas Agropecuarias - Garzón","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología Forestal - Neiva","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Neiva","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Garzón","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Pitalito","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Física - Neiva","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatrua en Lenguas Modernas - Neiva","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Artes visuales","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Español y Comunicación Educativa  - Neiva","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Educación Artística y Cultural","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Humanidades, Lengua Extranjera - Neiva","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Ciencias Naturales y Educación Ambiental - Neiva","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Educación Física Recreación y Deportes ","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en humanidades y lengua Castellana","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Matemáticas - Neiva","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Pedagogía Infantil","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Comunicación Social y Periodísmo","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Acuicultura Continental - Neiva","Docente Medio tiempo","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Derecho  Diurna- Neiva","Docente Medio tiempo","Hombre",1
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Diurna","Docente Medio tiempo","Mujer",1
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Nocturna ","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Pitalito","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - La Plata","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Diurna","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Nocturna","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Garzón ","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Administración Financiera","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - Garzón","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - Pitalito","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - La Plata","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Enfermería","Docente Medio tiempo","Mujer",1
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Medicina","Docente Medio tiempo","Mujer",4
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Psicología - Neiva","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud ocupacional - Garzón","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud Ocupacional - Pitalito","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud Ocupacional - La Plata","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería Agrícola - Neiva","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería de Petróleos","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería Electrónica","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Obras Civiles","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Obras Civiles - Pitalito","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas Agropecuarias - Garzón","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología Forestal - Neiva","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Neiva","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Garzón","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Pitalito","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Física - Neiva","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatrua en Lenguas Modernas - Neiva","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Artes visuales","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Español y Comunicación Educativa  - Neiva","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Educación Artística y Cultural","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Humanidades, Lengua Extranjera - Neiva","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Ciencias Naturales y Educación Ambiental - Neiva","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Educación Física Recreación y Deportes ","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en humanidades y lengua Castellana","Docente Medio tiempo","Mujer",1
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Matemáticas - Neiva","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Pedagogía Infantil","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Comunicación Social y Periodísmo","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Acuicultura Continental - Neiva","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Derecho  Diurna- Neiva","Docente Medio tiempo","Mujer",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Diurna","Docente Catedrático","Hombre",14
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Nocturna ","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Pitalito","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - La Plata","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Diurna","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Nocturna","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Contaduría Pública - Garzón ","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Administración Financiera","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - Garzón","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - Pitalito","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Gestión Bancaria y Financiera - La Plata","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Enfermería","Docente Catedrático","Hombre",
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Medicina","Docente Catedrático","Hombre",44
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Psicología - Neiva","Docente Catedrático","Hombre",11
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud ocupacional - Garzón","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud Ocupacional - Pitalito","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Salud Ocupacional - La Plata","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería Agrícola - Neiva","Docente Catedrático","Hombre",3
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería de Petróleos","Docente Catedrático","Hombre",1
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Ingeniería Electrónica","Docente Catedrático","Hombre",4
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Obras Civiles","Docente Catedrático","Hombre",1
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Obras Civiles - Pitalito","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas Agropecuarias - Garzón","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología Forestal - Neiva","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Neiva","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Garzón","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnologia en Sistemas de Informacion - Pitalito","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Física - Neiva","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatrua en Lenguas Modernas - Neiva","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Artes visuales","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Español y Comunicación Educativa  - Neiva","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Educación Artística y Cultural","Docente Catedrático","Hombre",8
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Humanidades, Lengua Extranjera - Neiva","Docente Catedrático","Hombre",18
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Ciencias Naturales y Educación Ambiental - Neiva","Docente Catedrático","Hombre",9
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en Educación Física Recreación y Deportes ","Docente Catedrático","Hombre",36
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Educación Básica Con énfasis en humanidades y lengua Castellana","Docente Catedrático","Hombre",15
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Matemáticas - Neiva","Docente Catedrático","Hombre",1
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Licenciatura en Pedagogía Infantil","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Comunicación Social y Periodísmo","Docente Catedrático","Hombre",4
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Tecnología en Acuicultura Continental - Neiva","Docente Catedrático","Hombre",0
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Derecho  Diurna- Neiva","Docente Catedrático","Hombre",30
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Diurna","Docente Catedrático","Mujer",2
2008,"Universidad Surcolombiana","Semestre B","Pregrado","Administración de Empresas - Nocturna ","Docente Catedrático","Mujer",0
