"Ano","Universidad","Semestre","Nivel Educativo","Programa","Categoria Docentes","Genero","Numero"
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Negocios Internacionales","Docente Tiempo completo","Mujer",0
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Administración Bancaria y Financiera","Docente Catedrático","Hombre",29
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Administración Comercial","Docente Catedrático","Hombre",16
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Administración de Empresas Agropecuarias","Docente Catedrático","Hombre",7
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Administración Turística","Docente Catedrático","Hombre",6
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Ingeniería Ambiental","Docente Catedrático","Hombre",24
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Ingeniería de Sistemas","Docente Catedrático","Hombre",17
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Ingeniería Industrial","Docente Catedrático","Hombre",57
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Medicina Veterinaria y Zootecnia","Docente Catedrático","Hombre",10
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Mercadeo, Publicidad y Ventas","Docente Catedrático","Hombre",14
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Negocios Internacionales","Docente Catedrático","Hombre",17
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Administración Bancaria y Financiera","Docente Catedrático","Mujer",6
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Administración Comercial","Docente Catedrático","Mujer",5
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Administración de Empresas Agropecuarias","Docente Catedrático","Mujer",1
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Administración Turística","Docente Catedrático","Mujer",3
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Ingeniería Ambiental","Docente Catedrático","Mujer",12
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Ingeniería de Sistemas","Docente Catedrático","Mujer",2
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Ingeniería Industrial","Docente Catedrático","Mujer",23
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Medicina Veterinaria y Zootecnia","Docente Catedrático","Mujer",5
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Mercadeo, Publicidad y Ventas","Docente Catedrático","Mujer",9
2013,"Corporación Universitaria del Huila CORHUILA","Semestre A","Pregrado","Negocios Internacionales","Docente Catedrático","Mujer",4
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración Bancaria y Financiera","Docente Tiempo completo","Hombre",3
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración Comercial","Docente Tiempo completo","Hombre",2
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración de Empresas Agropecuarias","Docente Tiempo completo","Hombre",2
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración Turística","Docente Tiempo completo","Hombre",0
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Ingeniería Ambiental","Docente Tiempo completo","Hombre",6
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Ingeniería de Sistemas","Docente Tiempo completo","Hombre",5
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Ingeniería Industrial","Docente Tiempo completo","Hombre",23
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Medicina Veterinaria y Zootecnia","Docente Tiempo completo","Hombre",4
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Mercadeo, Publicidad y Ventas","Docente Tiempo completo","Hombre",2
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Negocios Internacionales","Docente Tiempo completo","Hombre",0
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración Bancaria y Financiera","Docente Tiempo completo","Mujer",1
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración Comercial","Docente Tiempo completo","Mujer",0
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración de Empresas Agropecuarias","Docente Tiempo completo","Mujer",0
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración Turística","Docente Tiempo completo","Mujer",0
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Ingeniería Ambiental","Docente Tiempo completo","Mujer",4
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Ingeniería de Sistemas","Docente Tiempo completo","Mujer",1
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Ingeniería Industrial","Docente Tiempo completo","Mujer",9
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Medicina Veterinaria y Zootecnia","Docente Tiempo completo","Mujer",2
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Mercadeo, Publicidad y Ventas","Docente Tiempo completo","Mujer",1
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Negocios Internacionales","Docente Tiempo completo","Mujer",0
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración Bancaria y Financiera","Docente Catedrático","Hombre",26
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración Comercial","Docente Catedrático","Hombre",14
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración de Empresas Agropecuarias","Docente Catedrático","Hombre",1
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración Turística","Docente Catedrático","Hombre",9
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Ingeniería Ambiental","Docente Catedrático","Hombre",28
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Ingeniería de Sistemas","Docente Catedrático","Hombre",13
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Ingeniería Industrial","Docente Catedrático","Hombre",62
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Medicina Veterinaria y Zootecnia","Docente Catedrático","Hombre",16
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Mercadeo, Publicidad y Ventas","Docente Catedrático","Hombre",11
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Negocios Internacionales","Docente Catedrático","Hombre",19
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración Bancaria y Financiera","Docente Catedrático","Mujer",3
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración Comercial","Docente Catedrático","Mujer",8
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración de Empresas Agropecuarias","Docente Catedrático","Mujer",0
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Administración Turística","Docente Catedrático","Mujer",4
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Ingeniería Ambiental","Docente Catedrático","Mujer",8
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Ingeniería de Sistemas","Docente Catedrático","Mujer",3
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Ingeniería Industrial","Docente Catedrático","Mujer",28
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Medicina Veterinaria y Zootecnia","Docente Catedrático","Mujer",5
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Mercadeo, Publicidad y Ventas","Docente Catedrático","Mujer",10
2013,"Corporación Universitaria del Huila CORHUILA","Semestre B","Pregrado","Negocios Internacionales","Docente Catedrático","Mujer",5
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Administración de Empresas - Diurna","Docente Tiempo completo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Administración Turística","Docente Tiempo completo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Comunicación Social y Periodísmo","Docente Tiempo completo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Contaduría Pública - Diurna","Docente Tiempo completo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Diseño Gráfico","Docente Tiempo completo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Diseño Y Producción De Modas ","Docente Tiempo completo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Gestión Social Y Salud Comunitaria","Docente Tiempo completo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Negocios Internacionales","Docente Tiempo completo","Hombre",1
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Administración de Empresas - Diurna","Docente Tiempo completo","Mujer",1
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Administración Turística","Docente Tiempo completo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Comunicación Social y Periodísmo","Docente Tiempo completo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Contaduría Pública - Diurna","Docente Tiempo completo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Diseño Gráfico","Docente Tiempo completo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Diseño Y Producción De Modas ","Docente Tiempo completo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Gestión Social Y Salud Comunitaria","Docente Tiempo completo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Negocios Internacionales","Docente Tiempo completo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Administración de Empresas - Diurna","Docente Medio tiempo","Hombre",6
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Administración Turística","Docente Medio tiempo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Comunicación Social y Periodísmo","Docente Medio tiempo","Hombre",2
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Contaduría Pública - Diurna","Docente Medio tiempo","Hombre",1
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Diseño Gráfico","Docente Medio tiempo","Hombre",1
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Diseño Y Producción De Modas ","Docente Medio tiempo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Gestión Social Y Salud Comunitaria","Docente Medio tiempo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Negocios Internacionales","Docente Medio tiempo","Hombre",3
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Administración de Empresas - Diurna","Docente Medio tiempo","Mujer",1
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Administración Turística","Docente Medio tiempo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Comunicación Social y Periodísmo","Docente Medio tiempo","Mujer",2
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Contaduría Pública - Diurna","Docente Medio tiempo","Mujer",1
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Diseño Gráfico","Docente Medio tiempo","Mujer",1
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Diseño Y Producción De Modas ","Docente Medio tiempo","Mujer",2
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Gestión Social Y Salud Comunitaria","Docente Medio tiempo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Negocios Internacionales","Docente Medio tiempo","Mujer",2
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Administración de Empresas - Diurna","Docente Catedrático","Hombre",5
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Administración Turística","Docente Catedrático","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Comunicación Social y Periodísmo","Docente Catedrático","Hombre",2
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Contaduría Pública - Diurna","Docente Catedrático","Hombre",3
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Diseño Gráfico","Docente Catedrático","Hombre",3
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Diseño Y Producción De Modas ","Docente Catedrático","Hombre",1
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Gestión Social Y Salud Comunitaria","Docente Catedrático","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Negocios Internacionales","Docente Catedrático","Hombre",5
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Administración de Empresas - Diurna","Docente Catedrático","Mujer",2
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Administración Turística","Docente Catedrático","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Comunicación Social y Periodísmo","Docente Catedrático","Mujer",2
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Contaduría Pública - Diurna","Docente Catedrático","Mujer",1
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Diseño Gráfico","Docente Catedrático","Mujer",4
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Diseño Y Producción De Modas ","Docente Catedrático","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Gestión Social Y Salud Comunitaria","Docente Catedrático","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre A","Pregrado","Negocios Internacionales","Docente Catedrático","Mujer",2
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Administración de Empresas - Diurna","Docente Tiempo completo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Administración Turística","Docente Tiempo completo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Comunicación Social y Periodísmo","Docente Tiempo completo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Contaduría Pública - Diurna","Docente Tiempo completo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Diseño Gráfico","Docente Tiempo completo","Hombre",1
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Diseño Y Producción De Modas ","Docente Tiempo completo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Gestión Social Y Salud Comunitaria","Docente Tiempo completo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Negocios Internacionales","Docente Tiempo completo","Hombre",2
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Administración de Empresas - Diurna","Docente Tiempo completo","Mujer",1
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Administración Turística","Docente Tiempo completo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Comunicación Social y Periodísmo","Docente Tiempo completo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Contaduría Pública - Diurna","Docente Tiempo completo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Diseño Gráfico","Docente Tiempo completo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Diseño Y Producción De Modas ","Docente Tiempo completo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Gestión Social Y Salud Comunitaria","Docente Tiempo completo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Negocios Internacionales","Docente Tiempo completo","Mujer",1
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Administración de Empresas - Diurna","Docente Medio tiempo","Hombre",4
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Administración Turística","Docente Medio tiempo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Comunicación Social y Periodísmo","Docente Medio tiempo","Hombre",2
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Contaduría Pública - Diurna","Docente Medio tiempo","Hombre",1
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Diseño Gráfico","Docente Medio tiempo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Diseño Y Producción De Modas ","Docente Medio tiempo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Gestión Social Y Salud Comunitaria","Docente Medio tiempo","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Negocios Internacionales","Docente Medio tiempo","Hombre",3
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Administración de Empresas - Diurna","Docente Medio tiempo","Mujer",1
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Administración Turística","Docente Medio tiempo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Comunicación Social y Periodísmo","Docente Medio tiempo","Mujer",3
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Contaduría Pública - Diurna","Docente Medio tiempo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Diseño Gráfico","Docente Medio tiempo","Mujer",1
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Diseño Y Producción De Modas ","Docente Medio tiempo","Mujer",1
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Gestión Social Y Salud Comunitaria","Docente Medio tiempo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Negocios Internacionales","Docente Medio tiempo","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Administración de Empresas - Diurna","Docente Catedrático","Hombre",8
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Administración Turística","Docente Catedrático","Hombre",1
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Comunicación Social y Periodísmo","Docente Catedrático","Hombre",3
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Contaduría Pública - Diurna","Docente Catedrático","Hombre",6
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Diseño Gráfico","Docente Catedrático","Hombre",4
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Diseño Y Producción De Modas ","Docente Catedrático","Hombre",1
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Gestión Social Y Salud Comunitaria","Docente Catedrático","Hombre",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Negocios Internacionales","Docente Catedrático","Hombre",4
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Administración de Empresas - Diurna","Docente Catedrático","Mujer",7
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Administración Turística","Docente Catedrático","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Comunicación Social y Periodísmo","Docente Catedrático","Mujer",1
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Contaduría Pública - Diurna","Docente Catedrático","Mujer",3
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Diseño Gráfico","Docente Catedrático","Mujer",2
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Diseño Y Producción De Modas ","Docente Catedrático","Mujer",2
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Gestión Social Y Salud Comunitaria","Docente Catedrático","Mujer",0
2013,"Corporación Unificada Nacional CUN","Semestre B","Pregrado","Negocios Internacionales","Docente Catedrático","Mujer",0
2013,"Corporación Educativa Francisco José de Caldas","Semestre A","Pregrado",,"Docente Tiempo completo","Hombre",0
2013,"Corporación Educativa Francisco José de Caldas","Semestre A","Pregrado",,"Docente Tiempo completo","Mujer",0
2013,"Corporación Educativa Francisco José de Caldas","Semestre A","Pregrado",,"Docente Medio tiempo","Hombre",0
2013,"Corporación Educativa Francisco José de Caldas","Semestre A","Pregrado",,"Docente Medio tiempo","Mujer",0
2013,"Corporación Educativa Francisco José de Caldas","Semestre A","Pregrado",,"Docente Catedrático","Hombre",24
2013,"Corporación Educativa Francisco José de Caldas","Semestre A","Pregrado",,"Docente Catedrático","Mujer",8
2013,"Corporación Educativa Francisco José de Caldas","Semestre B","Pregrado",,"Docente Tiempo completo","Hombre",0
2013,"Corporación Educativa Francisco José de Caldas","Semestre B","Pregrado",,"Docente Tiempo completo","Mujer",0
2013,"Corporación Educativa Francisco José de Caldas","Semestre B","Pregrado",,"Docente Medio tiempo","Hombre",0
2013,"Corporación Educativa Francisco José de Caldas","Semestre B","Pregrado",,"Docente Medio tiempo","Mujer",0
2013,"Corporación Educativa Francisco José de Caldas","Semestre B","Pregrado",,"Docente Catedrático","Hombre",21
2013,"Corporación Educativa Francisco José de Caldas","Semestre B","Pregrado",,"Docente Catedrático","Mujer",7
2013,"Corporación Universitaria Iberoamericana","Semestre A","Postgrado","Especialización Auditoría Integral","Docente Tiempo completo","Hombre",0
2013,"Corporación Universitaria Iberoamericana","Semestre A","Postgrado","Especialización Control Interno y Auditoría en las Organizaciones de Salud","Docente Tiempo completo","Hombre",0
2013,"Corporación Universitaria Iberoamericana","Semestre A","Postgrado","Especialización Auditoría Integral","Docente Tiempo completo","Mujer",0
2013,"Corporación Universitaria Iberoamericana","Semestre A","Postgrado","Especialización Control Interno y Auditoría en las Organizaciones de Salud","Docente Tiempo completo","Mujer",0
2013,"Corporación Universitaria Iberoamericana","Semestre A","Postgrado","Especialización Auditoría Integral","Docente Medio tiempo","Hombre",0
2013,"Corporación Universitaria Iberoamericana","Semestre A","Postgrado","Especialización Control Interno y Auditoría en las Organizaciones de Salud","Docente Medio tiempo","Hombre",0
2013,"Corporación Universitaria Iberoamericana","Semestre A","Postgrado","Especialización Auditoría Integral","Docente Medio tiempo","Mujer",0
2013,"Corporación Universitaria Iberoamericana","Semestre A","Postgrado","Especialización Control Interno y Auditoría en las Organizaciones de Salud","Docente Medio tiempo","Mujer",0
2013,"Corporación Universitaria Iberoamericana","Semestre A","Postgrado","Especialización Auditoría Integral","Docente Catedrático","Hombre",13
2013,"Corporación Universitaria Iberoamericana","Semestre A","Postgrado","Especialización Control Interno y Auditoría en las Organizaciones de Salud","Docente Catedrático","Hombre",4
2013,"Corporación Universitaria Iberoamericana","Semestre A","Postgrado","Especialización Auditoría Integral","Docente Catedrático","Mujer",1
2013,"Corporación Universitaria Iberoamericana","Semestre A","Postgrado","Especialización Control Interno y Auditoría en las Organizaciones de Salud","Docente Catedrático","Mujer",2
2013,"Corporación Universitaria Iberoamericana","Semestre B","Postgrado","Especialización Auditoría Integral","Docente Tiempo completo","Hombre",0
2013,"Corporación Universitaria Iberoamericana","Semestre B","Postgrado","Especialización Control Interno y Auditoría en las Organizaciones de Salud","Docente Tiempo completo","Hombre",0
2013,"Corporación Universitaria Iberoamericana","Semestre B","Postgrado","Especialización Auditoría Integral","Docente Tiempo completo","Mujer",0
2013,"Corporación Universitaria Iberoamericana","Semestre B","Postgrado","Especialización Control Interno y Auditoría en las Organizaciones de Salud","Docente Tiempo completo","Mujer",0
2013,"Corporación Universitaria Iberoamericana","Semestre B","Postgrado","Especialización Auditoría Integral","Docente Medio tiempo","Hombre",0
2013,"Corporación Universitaria Iberoamericana","Semestre B","Postgrado","Especialización Control Interno y Auditoría en las Organizaciones de Salud","Docente Medio tiempo","Hombre",0
2013,"Corporación Universitaria Iberoamericana","Semestre B","Postgrado","Especialización Auditoría Integral","Docente Medio tiempo","Mujer",0
2013,"Corporación Universitaria Iberoamericana","Semestre B","Postgrado","Especialización Control Interno y Auditoría en las Organizaciones de Salud","Docente Medio tiempo","Mujer",0
2013,"Corporación Universitaria Iberoamericana","Semestre B","Postgrado","Especialización Auditoría Integral","Docente Catedrático","Hombre",6
2013,"Corporación Universitaria Iberoamericana","Semestre B","Postgrado","Especialización Control Interno y Auditoría en las Organizaciones de Salud","Docente Catedrático","Hombre",1
2013,"Corporación Universitaria Iberoamericana","Semestre B","Postgrado","Especialización Auditoría Integral","Docente Catedrático","Mujer",2
2013,"Corporación Universitaria Iberoamericana","Semestre B","Postgrado","Especialización Control Interno y Auditoría en las Organizaciones de Salud","Docente Catedrático","Mujer",0
2013,"Universidad Católica de Colombia","Semestre A","Postgrado",,"Docente Tiempo completo","Hombre",1
2013,"Universidad Católica de Colombia","Semestre A","Postgrado",,"Docente Tiempo completo","Mujer",1
2013,"Universidad Católica de Colombia","Semestre A","Postgrado",,"Docente Medio tiempo","Hombre",0
2013,"Universidad Católica de Colombia","Semestre A","Postgrado",,"Docente Medio tiempo","Mujer",0
2013,"Universidad Católica de Colombia","Semestre A","Postgrado",,"Docente Catedrático","Hombre",38
2013,"Universidad Católica de Colombia","Semestre A","Postgrado",,"Docente Catedrático","Mujer",3
2013,"Universidad Católica de Colombia","Semestre B","Postgrado",,"Docente Tiempo completo","Hombre",1
2013,"Universidad Católica de Colombia","Semestre B","Postgrado",,"Docente Tiempo completo","Mujer",1
2013,"Universidad Católica de Colombia","Semestre B","Postgrado",,"Docente Medio tiempo","Hombre",0
2013,"Universidad Católica de Colombia","Semestre B","Postgrado",,"Docente Medio tiempo","Mujer",0
2013,"Universidad Católica de Colombia","Semestre B","Postgrado",,"Docente Catedrático","Hombre",38
2013,"Universidad Católica de Colombia","Semestre B","Postgrado",,"Docente Catedrático","Mujer",3
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Licenciatura en Educación Básica Con énfasis en Ciencias Naturales y Educación Ambiental - Neiva","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Licenciatura en Educación Básica Con énfasis en humanidades y lengua Castellana","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Licenciatura en Matemáticas - Neiva","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Licenciatura En Educación Preescolar","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Licenciatura En Filosofía Educación Religiosa","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Licenciatura En Filosofía, ética Y Valores","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Licenciatura En Filosofía Pensamiento Politico Y Economico","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Licenciatura En Lengua Castellana Y Literatura","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Licenciatura En Lengua Extranjera Inglés","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Licenciatura En Literatura Y Lengua Castellana","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Licenciatura En Teología","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Administración Ambiental Y De Los Recursos Naturales","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Administración de Empresas - Diurna","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Administración de Empresas Agropecuarias","Docente Tiempo completo","Hombre",0
2013,"Universidad Santo Tomas","Semestre A","Pregrado","Construcción En Arquitectura E Ingeniería","Docente Tiempo completo","Hombre",0
