"Ano","Municipio","Categoria","Numero"
2012,"Pital","Coordinador",4
2012,"Pitalito","Coordinador",
2012,"Rivera","Coordinador",8
2012,"Saladoblanco","Coordinador",5
2012,"San Agustín","Coordinador",11
2012,"Santa Maria","Coordinador",3
2012,"Suaza","Coordinador",5
2012,"Tarqui","Coordinador",7
2012,"Tello","Coordinador",5
2012,"Teruel","Coordinador",2
2012,"Tesalia","Coordinador",4
2012,"Timaná","Coordinador",6
2012,"Villavieja","Coordinador",2
2012,"Yaguará","Coordinador",3
2012,"Acevedo","Docente aula",282
2012,"Agrado","Docente aula",87
2012,"Aipe","Docente aula",160
2012,"Algeciras","Docente aula",202
2012,"Altamira","Docente aula",36
2012,"Baraya","Docente aula",82
2012,"Campoalegre","Docente aula",259
2012,"Colombia","Docente aula",89
2012,"Elias","Docente aula",38
2012,"Garzón","Docente aula",577
2012,"Gigante","Docente aula",275
2012,"Guadalupe","Docente aula",173
2012,"Hobo","Docente aula",57
2012,"Iquira","Docente aula",110
2012,"Isnos","Docente aula",221
2012,"La Argentina","Docente aula",141
2012,"La Plata","Docente aula",565
2012,"Nátaga","Docente aula",70
2012,"Neiva","Docente aula",
2012,"Oporapa","Docente aula",102
2012,"Paicol","Docente aula",61
2012,"Palermo","Docente aula",237
2012,"Palestina","Docente aula",105
2012,"Pital","Docente aula",132
2012,"Pitalito","Docente aula",
2012,"Rivera","Docente aula",176
2012,"Saladoblanco","Docente aula",102
2012,"San Agustín","Docente aula",289
2012,"Santa Maria","Docente aula",108
2012,"Suaza","Docente aula",166
2012,"Tarqui","Docente aula",180
2012,"Tello","Docente aula",131
2012,"Teruel","Docente aula",76
2012,"Tesalia","Docente aula",99
2012,"Timaná","Docente aula",188
2012,"Villavieja","Docente aula",74
2012,"Yaguará","Docente aula",64
2012,"Acevedo","Docente apoyo",0
2012,"Agrado","Docente apoyo",0
2012,"Aipe","Docente apoyo",0
2012,"Algeciras","Docente apoyo",0
2012,"Altamira","Docente apoyo",0
2012,"Baraya","Docente apoyo",0
2012,"Campoalegre","Docente apoyo",0
2012,"Colombia","Docente apoyo",0
2012,"Elias","Docente apoyo",0
2012,"Garzón","Docente apoyo",0
2012,"Gigante","Docente apoyo",0
2012,"Guadalupe","Docente apoyo",0
2012,"Hobo","Docente apoyo",0
2012,"Iquira","Docente apoyo",0
2012,"Isnos","Docente apoyo",0
2012,"La Argentina","Docente apoyo",0
2012,"La Plata","Docente apoyo",3
2012,"Nátaga","Docente apoyo",0
2012,"Neiva","Docente apoyo",
2012,"Oporapa","Docente apoyo",0
2012,"Paicol","Docente apoyo",0
2012,"Palermo","Docente apoyo",1
2012,"Palestina","Docente apoyo",0
2012,"Pital","Docente apoyo",0
2012,"Pitalito","Docente apoyo",
2012,"Rivera","Docente apoyo",0
2012,"Saladoblanco","Docente apoyo",0
2012,"San Agustín","Docente apoyo",0
2012,"Santa Maria","Docente apoyo",0
2012,"Suaza","Docente apoyo",0
2012,"Tarqui","Docente apoyo",1
2012,"Tello","Docente apoyo",0
2012,"Teruel","Docente apoyo",0
2012,"Tesalia","Docente apoyo",1
2012,"Timaná","Docente apoyo",0
2012,"Villavieja","Docente apoyo",0
2012,"Yaguará","Docente apoyo",0
2012,"Acevedo","Orientador",303
2012,"Agrado","Orientador",95
2012,"Aipe","Orientador",170
2012,"Algeciras","Orientador",219
2012,"Altamira","Orientador",37
2012,"Baraya","Orientador",90
2012,"Campoalegre","Orientador",280
2012,"Colombia","Orientador",97
2012,"Elias","Orientador",42
2012,"Garzón","Orientador",623
2012,"Gigante","Orientador",299
2012,"Guadalupe","Orientador",187
2012,"Hobo","Orientador",62
2012,"Iquira","Orientador",119
2012,"Isnos","Orientador",238
2012,"La Argentina","Orientador",152
2012,"La Plata","Orientador",614
2012,"Nátaga","Orientador",77
2012,"Neiva","Orientador",
2012,"Oporapa","Orientador",110
2012,"Paicol","Orientador",66
2012,"Palermo","Orientador",257
2012,"Palestina","Orientador",113
2012,"Pital","Orientador",143
2012,"Pitalito","Orientador",
2012,"Rivera","Orientador",190
2012,"Saladoblanco","Orientador",111
2012,"San Agustín","Orientador",311
2012,"Santa Maria","Orientador",116
2012,"Suaza","Orientador",179
2012,"Tarqui","Orientador",196
2012,"Tello","Orientador",142
2012,"Teruel","Orientador",84
2012,"Tesalia","Orientador",109
2012,"Timaná","Orientador",201
2012,"Villavieja","Orientador",80
2012,"Yaguará","Orientador",70
2011,"Acevedo","Rector",8
2011,"Agrado","Rector",3
2011,"Aipe","Rector",2
2011,"Algeciras","Rector",6
2011,"Altamira","Rector",0
2011,"Baraya","Rector",3
2011,"Campoalegre","Rector",5
2011,"Colombia","Rector",5
2011,"Elias","Rector",1
2011,"Garzón","Rector",14
2011,"Gigante","Rector",8
2011,"Guadalupe","Rector",3
2011,"Hobo","Rector",1
2011,"Iquira","Rector",5
2011,"Isnos","Rector",7
2011,"La Argentina","Rector",5
2011,"La Plata","Rector",19
2011,"Nátaga","Rector",4
2011,"Neiva","Rector",35
2011,"Oporapa","Rector",3
2011,"Paicol","Rector",1
2011,"Palermo","Rector",7
2011,"Palestina","Rector",5
2011,"Pital","Rector",4
2011,"Pitalito","Rector",
2011,"Rivera","Rector",4
2011,"Saladoblanco","Rector",2
2011,"San Agustín","Rector",9
2011,"Santa Maria","Rector",4
2011,"Suaza","Rector",7
2011,"Tarqui","Rector",6
2011,"Tello","Rector",4
2011,"Teruel","Rector",4
2011,"Tesalia","Rector",4
2011,"Timaná","Rector",6
2011,"Villavieja","Rector",3
2011,"Yaguará","Rector",2
2011,"Acevedo","Directores",1
2011,"Agrado","Directores",1
2011,"Aipe","Directores",1
2011,"Algeciras","Directores",0
2011,"Altamira","Directores",0
2011,"Baraya","Directores",1
2011,"Campoalegre","Directores",1
2011,"Colombia","Directores",0
2011,"Elias","Directores",0
2011,"Garzón","Directores",1
2011,"Gigante","Directores",1
2011,"Guadalupe","Directores",0
2011,"Hobo","Directores",0
2011,"Iquira","Directores",1
2011,"Isnos","Directores",1
2011,"La Argentina","Directores",1
2011,"La Plata","Directores",1
2011,"Nátaga","Directores",1
2011,"Neiva","Directores",1
2011,"Oporapa","Directores",1
2011,"Paicol","Directores",0
2011,"Palermo","Directores",1
2011,"Palestina","Directores",0
2011,"Pital","Directores",0
2011,"Pitalito","Directores",
2011,"Rivera","Directores",1
2011,"Saladoblanco","Directores",0
2011,"San Agustín","Directores",1
2011,"Santa Maria","Directores",1
2011,"Suaza","Directores",1
2011,"Tarqui","Directores",1
2011,"Tello","Directores",1
2011,"Teruel","Directores",0
2011,"Tesalia","Directores",0
2011,"Timaná","Directores",1
2011,"Villavieja","Directores",0
2011,"Yaguará","Directores",0
2011,"Acevedo","Director rural",0
2011,"Agrado","Director rural",2
2011,"Aipe","Director rural",3
2011,"Algeciras","Director rural",0
2011,"Altamira","Director rural",0
2011,"Baraya","Director rural",2
2011,"Campoalegre","Director rural",1
2011,"Colombia","Director rural",2
2011,"Elias","Director rural",0
2011,"Garzón","Director rural",1
2011,"Gigante","Director rural",0
2011,"Guadalupe","Director rural",0
2011,"Hobo","Director rural",0
2011,"Iquira","Director rural",0
2011,"Isnos","Director rural",0
2011,"La Argentina","Director rural",1
2011,"La Plata","Director rural",0
2011,"Nátaga","Director rural",0
2011,"Neiva","Director rural",0
2011,"Oporapa","Director rural",0
2011,"Paicol","Director rural",0
2011,"Palermo","Director rural",1
2011,"Palestina","Director rural",0
2011,"Pital","Director rural",2
2011,"Pitalito","Director rural",
2011,"Rivera","Director rural",0
2011,"Saladoblanco","Director rural",0
2011,"San Agustín","Director rural",0
2011,"Santa Maria","Director rural",0
2011,"Suaza","Director rural",0
2011,"Tarqui","Director rural",0
2011,"Tello","Director rural",0
2011,"Teruel","Director rural",1
2011,"Tesalia","Director rural",0
2011,"Timaná","Director rural",0
2011,"Villavieja","Director rural",1
2011,"Yaguará","Director rural",0
2011,"Acevedo","Supervisores",0
2011,"Agrado","Supervisores",0
2011,"Aipe","Supervisores",0
2011,"Algeciras","Supervisores",0
2011,"Altamira","Supervisores",0
2011,"Baraya","Supervisores",0
2011,"Campoalegre","Supervisores",0
2011,"Colombia","Supervisores",0
2011,"Elias","Supervisores",0
2011,"Garzón","Supervisores",0
2011,"Gigante","Supervisores",0
2011,"Guadalupe","Supervisores",0
2011,"Hobo","Supervisores",0
2011,"Iquira","Supervisores",0
2011,"Isnos","Supervisores",0
2011,"La Argentina","Supervisores",0
2011,"La Plata","Supervisores",1
2011,"Nátaga","Supervisores",0
2011,"Neiva","Supervisores",0
2011,"Oporapa","Supervisores",0
2011,"Paicol","Supervisores",0
2011,"Palermo","Supervisores",0
2011,"Palestina","Supervisores",0
2011,"Pital","Supervisores",0
2011,"Pitalito","Supervisores",
2011,"Rivera","Supervisores",0
2011,"Saladoblanco","Supervisores",0
2011,"San Agustín","Supervisores",0
2011,"Santa Maria","Supervisores",0
2011,"Suaza","Supervisores",0
2011,"Tarqui","Supervisores",0
2011,"Tello","Supervisores",0
2011,"Teruel","Supervisores",0
2011,"Tesalia","Supervisores",0
2011,"Timaná","Supervisores",1
2011,"Villavieja","Supervisores",0
2011,"Yaguará","Supervisores",0
2011,"Acevedo","Coordinador",10
2011,"Agrado","Coordinador",3
2011,"Aipe","Coordinador",5
2011,"Algeciras","Coordinador",8
2011,"Altamira","Coordinador",0
2011,"Baraya","Coordinador",2
2011,"Campoalegre","Coordinador",13
2011,"Colombia","Coordinador",1
2011,"Elias","Coordinador",2
2011,"Garzón","Coordinador",23
2011,"Gigante","Coordinador",11
2011,"Guadalupe","Coordinador",8
2011,"Hobo","Coordinador",3
2011,"Iquira","Coordinador",3
2011,"Isnos","Coordinador",8
2011,"La Argentina","Coordinador",3
2011,"La Plata","Coordinador",21
2011,"Nátaga","Coordinador",2
2011,"Neiva","Coordinador",97
2011,"Oporapa","Coordinador",4
2011,"Paicol","Coordinador",3
2011,"Palermo","Coordinador",8
2011,"Palestina","Coordinador",2
2011,"Pital","Coordinador",4
2011,"Pitalito","Coordinador",
2011,"Rivera","Coordinador",7
2011,"Saladoblanco","Coordinador",5
2011,"San Agustín","Coordinador",11
2011,"Santa Maria","Coordinador",3
2011,"Suaza","Coordinador",5
2011,"Tarqui","Coordinador",7
2011,"Tello","Coordinador",5
2011,"Teruel","Coordinador",2
2011,"Tesalia","Coordinador",4
2011,"Timaná","Coordinador",6
2011,"Villavieja","Coordinador",2
2011,"Yaguará","Coordinador",3
2011,"Acevedo","Docentes",273
2011,"Agrado","Docentes",88
2011,"Aipe","Docentes",161
2011,"Algeciras","Docentes",203
2011,"Altamira","Docentes",38
2011,"Baraya","Docentes",83
2011,"Campoalegre","Docentes",262
2011,"Colombia","Docentes",91
2011,"Elias","Docentes",38
2011,"Garzón","Docentes",583
2011,"Gigante","Docentes",274
2011,"Guadalupe","Docentes",173
2011,"Hobo","Docentes",56
2011,"Iquira","Docentes",112
2011,"Isnos","Docentes",220
2011,"La Argentina","Docentes",141
2011,"La Plata","Docentes",566
2011,"Nátaga","Docentes",69
2011,"Neiva","Docentes",2111
2011,"Oporapa","Docentes",100
2011,"Paicol","Docentes",59
2011,"Palermo","Docentes",240
2011,"Palestina","Docentes",103
2011,"Pital","Docentes",131
2011,"Pitalito","Docentes",
2011,"Rivera","Docentes",176
2011,"Saladoblanco","Docentes",101
2011,"San Agustín","Docentes",289
2011,"Santa Maria","Docentes",105
2011,"Suaza","Docentes",163
2011,"Tarqui","Docentes",179
2011,"Tello","Docentes",133
2011,"Teruel","Docentes",76
2011,"Tesalia","Docentes",98
2011,"Timaná","Docentes",189
2011,"Villavieja","Docentes",74
2011,"Yaguará","Docentes",65
2011,"Acevedo","Orientador",3
2011,"Agrado","Orientador",1
2011,"Aipe","Orientador",1
2011,"Algeciras","Orientador",3
2011,"Altamira","Orientador",1
2011,"Baraya","Orientador",1
2011,"Campoalegre","Orientador",3
2011,"Colombia","Orientador",0
2011,"Elias","Orientador",1
2011,"Garzón","Orientador",8
2011,"Gigante","Orientador",5
2011,"Guadalupe","Orientador",3
2011,"Hobo","Orientador",2
2011,"Iquira","Orientador",1
2011,"Isnos","Orientador",2
2011,"La Argentina","Orientador",2
2011,"La Plata","Orientador",11
2011,"Nátaga","Orientador",1
2011,"Neiva","Orientador",0
2011,"Oporapa","Orientador",1
2011,"Paicol","Orientador",1
2011,"Palermo","Orientador",4
2011,"Palestina","Orientador",1
2011,"Pital","Orientador",1
2011,"Pitalito","Orientador",
2011,"Rivera","Orientador",2
2011,"Saladoblanco","Orientador",2
2011,"San Agustín","Orientador",2
2011,"Santa Maria","Orientador",1
2011,"Suaza","Orientador",1
2011,"Tarqui","Orientador",3
2011,"Tello","Orientador",2
2011,"Teruel","Orientador",1
2011,"Tesalia","Orientador",2
2011,"Timaná","Orientador",1
2011,"Villavieja","Orientador",0
2011,"Yaguará","Orientador",1
2009,"Acevedo","Rector",5
2009,"Agrado","Rector",3
2009,"Aipe","Rector",2
2009,"Algeciras","Rector",6
2009,"Altamira","Rector",0
2009,"Baraya","Rector",3
2009,"Campoalegre","Rector",4
2009,"Colombia","Rector",2
2009,"Elias","Rector",1
2009,"Garzón","Rector",14
2009,"Gigante","Rector",8
2009,"Guadalupe","Rector",3
2009,"Hobo","Rector",1
2009,"Iquira","Rector",5
2009,"Isnos","Rector",6
2009,"La Argentina","Rector",5
2009,"La Plata","Rector",12
2009,"Nátaga","Rector",4
2009,"Neiva","Rector",37
2009,"Oporapa","Rector",3
2009,"Paicol","Rector",1
2009,"Palermo","Rector",6
2009,"Palestina","Rector",5
2009,"Pital","Rector",4
2009,"Pitalito","Rector",15
2009,"Rivera","Rector",4
2009,"Saladoblanco","Rector",2
2009,"San Agustín","Rector",8
2009,"Santa Maria","Rector",4
2009,"Suaza","Rector",3
2009,"Tarqui","Rector",6
2009,"Tello","Rector",3
2009,"Teruel","Rector",3
2009,"Tesalia","Rector",4
2009,"Timaná","Rector",6
2009,"Villavieja","Rector",3
2009,"Yaguará","Rector",2
2009,"Acevedo","Directores",3
2009,"Agrado","Directores",2
2009,"Aipe","Directores",3
2009,"Algeciras","Directores",0
2009,"Altamira","Directores",0
2009,"Baraya","Directores",2
2009,"Campoalegre","Directores",2
2009,"Colombia","Directores",5
2009,"Elias","Directores",0
2009,"Garzón","Directores",1
2009,"Gigante","Directores",0
2009,"Guadalupe","Directores",0
2009,"Hobo","Directores",0
2009,"Iquira","Directores",0
2009,"Isnos","Directores",1
2009,"La Argentina","Directores",0
2009,"La Plata","Directores",7
2009,"Nátaga","Directores",0
2009,"Neiva","Directores",7
2009,"Oporapa","Directores",0
2009,"Paicol","Directores",0
2009,"Palermo","Directores",2
2009,"Palestina","Directores",0
2009,"Pital","Directores",2
2009,"Pitalito","Directores",0
2009,"Rivera","Directores",0
2009,"Saladoblanco","Directores",0
2009,"San Agustín","Directores",1
2009,"Santa Maria","Directores",0
2009,"Suaza","Directores",4
2009,"Tarqui","Directores",0
2009,"Tello","Directores",1
2009,"Teruel","Directores",2
2009,"Tesalia","Directores",0
2009,"Timaná","Directores",0
2009,"Villavieja","Directores",1
2009,"Yaguará","Directores",0
2009,"Acevedo","Coordinador",5
2009,"Agrado","Coordinador",3
2009,"Aipe","Coordinador",6
2009,"Algeciras","Coordinador",8
2009,"Altamira","Coordinador",0
2009,"Baraya","Coordinador",2
2009,"Campoalegre","Coordinador",13
2009,"Colombia","Coordinador",1
2009,"Elias","Coordinador",2
2009,"Garzón","Coordinador",24
2009,"Gigante","Coordinador",10
2009,"Guadalupe","Coordinador",7
2009,"Hobo","Coordinador",3
2009,"Iquira","Coordinador",3
2009,"Isnos","Coordinador",8
2009,"La Argentina","Coordinador",3
2009,"La Plata","Coordinador",17
2009,"Nátaga","Coordinador",2
2009,"Neiva","Coordinador",0
2009,"Oporapa","Coordinador",4
2009,"Paicol","Coordinador",3
2009,"Palermo","Coordinador",8
2009,"Palestina","Coordinador",1
2009,"Pital","Coordinador",3
2009,"Pitalito","Coordinador",0
2009,"Rivera","Coordinador",7
2009,"Saladoblanco","Coordinador",3
2009,"San Agustín","Coordinador",10
2009,"Santa Maria","Coordinador",3
2009,"Suaza","Coordinador",3
2009,"Tarqui","Coordinador",7
2009,"Tello","Coordinador",6
2009,"Teruel","Coordinador",2
2009,"Tesalia","Coordinador",4
2009,"Timaná","Coordinador",8
2009,"Villavieja","Coordinador",2
2009,"Yaguará","Coordinador",4
2009,"Acevedo","Docentes",177
2009,"Agrado","Docentes",73
2009,"Aipe","Docentes",140
2009,"Algeciras","Docentes",195
2009,"Altamira","Docentes",31
2009,"Baraya","Docentes",82
2009,"Campoalegre","Docentes",263
2009,"Colombia","Docentes",93
2009,"Elias","Docentes",29
2009,"Garzón","Docentes",530
2009,"Gigante","Docentes",260
2009,"Guadalupe","Docentes",118
2009,"Hobo","Docentes",53
2009,"Iquira","Docentes",101
2009,"Isnos","Docentes",170
2009,"La Argentina","Docentes",106
2009,"La Plata","Docentes",439
2009,"Nátaga","Docentes",60
2009,"Neiva","Docentes",0
2009,"Oporapa","Docentes",73
2009,"Paicol","Docentes",45
2009,"Palermo","Docentes",219
2009,"Palestina","Docentes",78
2009,"Pital","Docentes",96
2009,"Pitalito","Docentes",0
2009,"Rivera","Docentes",160
2009,"Saladoblanco","Docentes",74
2009,"San Agustín","Docentes",254
2009,"Santa Maria","Docentes",92
2009,"Suaza","Docentes",108
2009,"Tarqui","Docentes",153
2009,"Tello","Docentes",132
2009,"Teruel","Docentes",71
2009,"Tesalia","Docentes",92
2009,"Timaná","Docentes",167
2009,"Villavieja","Docentes",73
2009,"Yaguará","Docentes",63
2008,"Acevedo","Rector",9
2008,"Agrado","Rector",5
2008,"Aipe","Rector",5
2008,"Algeciras","Rector",6
2008,"Altamira","Rector",0
2008,"Baraya","Rector",5
2008,"Campoalegre","Rector",6
2008,"Colombia","Rector",7
2008,"Elias","Rector",1
2008,"Garzón","Rector",15
2008,"Gigante","Rector",8
2008,"Guadalupe","Rector",3
2008,"Hobo","Rector",1
2008,"Iquira","Rector",5
2008,"Isnos","Rector",7
2008,"La Argentina","Rector",5
2008,"La Plata","Rector",19
2008,"Nátaga","Rector",4
2008,"Neiva","Rector",39
2008,"Oporapa","Rector",3
2008,"Paicol","Rector",1
2008,"Palermo","Rector",8
2008,"Palestina","Rector",5
2008,"Pital","Rector",6
2008,"Pitalito","Rector",16
2008,"Rivera","Rector",5
2008,"Saladoblanco","Rector",2
2008,"San Agustín","Rector",9
2008,"Santa Maria","Rector",4
2008,"Suaza","Rector",8
2008,"Tarqui","Rector",6
2008,"Tello","Rector",5
2008,"Teruel","Rector",4
2008,"Tesalia","Rector",4
2008,"Timaná","Rector",6
2008,"Villavieja","Rector",4
2008,"Yaguará","Rector",2
2008,"Acevedo","Coordinador",5
2008,"Agrado","Coordinador",3
2008,"Aipe","Coordinador",6
2008,"Algeciras","Coordinador",8
2008,"Altamira","Coordinador",0
2008,"Baraya","Coordinador",2
2008,"Campoalegre","Coordinador",13
2008,"Colombia","Coordinador",1
2008,"Elias","Coordinador",2
2008,"Garzón","Coordinador",24
2008,"Gigante","Coordinador",10
2008,"Guadalupe","Coordinador",7
2008,"Hobo","Coordinador",3
2008,"Iquira","Coordinador",3
2008,"Isnos","Coordinador",8
2008,"La Argentina","Coordinador",3
2008,"La Plata","Coordinador",17
2008,"Nátaga","Coordinador",2
2008,"Neiva","Coordinador",107
2008,"Oporapa","Coordinador",4
2008,"Paicol","Coordinador",3
2008,"Palermo","Coordinador",8
2008,"Palestina","Coordinador",1
2008,"Pital","Coordinador",3
2008,"Pitalito","Coordinador",38
2008,"Rivera","Coordinador",7
2008,"Saladoblanco","Coordinador",3
2008,"San Agustín","Coordinador",10
2008,"Santa Maria","Coordinador",3
2008,"Suaza","Coordinador",3
2008,"Tarqui","Coordinador",7
2008,"Tello","Coordinador",2
2008,"Teruel","Coordinador",4
2008,"Tesalia","Coordinador",6
2008,"Timaná","Coordinador",8
2008,"Villavieja","Coordinador",2
2008,"Yaguará","Coordinador",4
2008,"Acevedo","Docentes",176
2008,"Agrado","Docentes",73
2008,"Aipe","Docentes",140
2008,"Algeciras","Docentes",195
2008,"Altamira","Docentes",31
2008,"Baraya","Docentes",83
2008,"Campoalegre","Docentes",264
2008,"Colombia","Docentes",93
2008,"Elias","Docentes",29
2008,"Garzón","Docentes",530
2008,"Gigante","Docentes",260
2008,"Guadalupe","Docentes",118
2008,"Hobo","Docentes",55
2008,"Iquira","Docentes",101
2008,"Isnos","Docentes",170
2008,"La Argentina","Docentes",106
2008,"La Plata","Docentes",439
2008,"Nátaga","Docentes",60
2008,"Neiva","Docentes",2310
2008,"Oporapa","Docentes",73
2008,"Paicol","Docentes",45
2008,"Palermo","Docentes",219
2008,"Palestina","Docentes",78
2008,"Pital","Docentes",96
2008,"Pitalito","Docentes",744
2008,"Rivera","Docentes",155
2008,"Saladoblanco","Docentes",74
2008,"San Agustín","Docentes",254
2008,"Santa Maria","Docentes",92
2008,"Suaza","Docentes",107
2008,"Tarqui","Docentes",153
2008,"Tello","Docentes",70
2008,"Teruel","Docentes",92
2008,"Tesalia","Docentes",134
2008,"Timaná","Docentes",167
2008,"Villavieja","Docentes",73
2008,"Yaguará","Docentes",62
2007,"Acevedo","Rector",5
2007,"Agrado","Rector",3
2007,"Aipe","Rector",2
2007,"Algeciras","Rector",6
2007,"Altamira","Rector",0
2007,"Baraya","Rector",3
2007,"Campoalegre","Rector",4
2007,"Colombia","Rector",2
2007,"Elias","Rector",1
2007,"Garzón","Rector",14
2007,"Gigante","Rector",8
2007,"Guadalupe","Rector",3
2007,"Hobo","Rector",1
2007,"Iquira","Rector",5
2007,"Isnos","Rector",6
2007,"La Argentina","Rector",5
2007,"La Plata","Rector",12
2007,"Nátaga","Rector",4
2007,"Neiva","Rector",39
2007,"Oporapa","Rector",3
2007,"Paicol","Rector",1
2007,"Palermo","Rector",6
2007,"Palestina","Rector",5
2007,"Pital","Rector",4
2007,"Pitalito","Rector",14
2007,"Rivera","Rector",3
2007,"Saladoblanco","Rector",2
2007,"San Agustín","Rector",8
2007,"Santa Maria","Rector",4
2007,"Suaza","Rector",3
2007,"Tarqui","Rector",6
2007,"Tello","Rector",3
2007,"Teruel","Rector",3
2007,"Tesalia","Rector",4
2007,"Timaná","Rector",7
2007,"Villavieja","Rector",3
2007,"Yaguará","Rector",2
2007,"Acevedo","Directores",5
2007,"Agrado","Directores",3
2007,"Aipe","Directores",4
2007,"Algeciras","Directores",1
2007,"Altamira","Directores",0
2007,"Baraya","Directores",3
2007,"Campoalegre","Directores",3
2007,"Colombia","Directores",6
2007,"Elias","Directores",0
2007,"Garzón","Directores",2
2007,"Gigante","Directores",1
2007,"Guadalupe","Directores",1
2007,"Hobo","Directores",0
2007,"Iquira","Directores",1
2007,"Isnos","Directores",2
2007,"La Argentina","Directores",1
2007,"La Plata","Directores",8
2007,"Nátaga","Directores",1
2007,"Neiva","Directores",12
2007,"Oporapa","Directores",1
2007,"Paicol","Directores",0
2007,"Palermo","Directores",3
2007,"Palestina","Directores",1
2007,"Pital","Directores",3
2007,"Pitalito","Directores",4
2007,"Rivera","Directores",2
2007,"Saladoblanco","Directores",0
2007,"San Agustín","Directores",2
2007,"Santa Maria","Directores",1
2007,"Suaza","Directores",6
2007,"Tarqui","Directores",1
2007,"Tello","Directores",2
2007,"Teruel","Directores",3
2007,"Tesalia","Directores",1
2007,"Timaná","Directores",0
2007,"Villavieja","Directores",2
2007,"Yaguará","Directores",0
2007,"Acevedo","Coordinador",5
2007,"Agrado","Coordinador",3
2007,"Aipe","Coordinador",6
2007,"Algeciras","Coordinador",8
2007,"Altamira","Coordinador",0
2007,"Baraya","Coordinador",2
2007,"Campoalegre","Coordinador",13
2007,"Colombia","Coordinador",1
2007,"Elias","Coordinador",2
2007,"Garzón","Coordinador",24
2007,"Gigante","Coordinador",10
2007,"Guadalupe","Coordinador",7
2007,"Hobo","Coordinador",3
2007,"Iquira","Coordinador",3
2007,"Isnos","Coordinador",8
2007,"La Argentina","Coordinador",3
2007,"La Plata","Coordinador",17
2007,"Nátaga","Coordinador",2
2007,"Neiva","Coordinador",111
2007,"Oporapa","Coordinador",4
2007,"Paicol","Coordinador",3
2007,"Palermo","Coordinador",8
2007,"Palestina","Coordinador",1
2007,"Pital","Coordinador",3
2007,"Pitalito","Coordinador",38
2007,"Rivera","Coordinador",7
2007,"Saladoblanco","Coordinador",3
2007,"San Agustín","Coordinador",10
2007,"Santa Maria","Coordinador",3
2007,"Suaza","Coordinador",3
2007,"Tarqui","Coordinador",7
2007,"Tello","Coordinador",6
2007,"Teruel","Coordinador",2
2007,"Tesalia","Coordinador",4
2007,"Timaná","Coordinador",8
2007,"Villavieja","Coordinador",2
2007,"Yaguará","Coordinador",4
2007,"Acevedo","Docentes",176
2007,"Agrado","Docentes",73
2007,"Aipe","Docentes",140
2007,"Algeciras","Docentes",195
2007,"Altamira","Docentes",31
2007,"Baraya","Docentes",83
2007,"Campoalegre","Docentes",264
2007,"Colombia","Docentes",94
2007,"Elias","Docentes",29
2007,"Garzón","Docentes",530
2007,"Gigante","Docentes",260
2007,"Guadalupe","Docentes",118
2007,"Hobo","Docentes",55
2007,"Iquira","Docentes",103
2007,"Isnos","Docentes",170
2007,"La Argentina","Docentes",106
2007,"La Plata","Docentes",439
2007,"Nátaga","Docentes",60
2007,"Neiva","Docentes",2320
2007,"Oporapa","Docentes",73
2007,"Paicol","Docentes",45
2007,"Palermo","Docentes",216
2007,"Palestina","Docentes",78
2007,"Pital","Docentes",96
2007,"Pitalito","Docentes",744
2007,"Rivera","Docentes",155
2007,"Saladoblanco","Docentes",74
2007,"San Agustín","Docentes",254
2007,"Santa Maria","Docentes",92
2007,"Suaza","Docentes",107
2007,"Tarqui","Docentes",153
2007,"Tello","Docentes",134
2007,"Teruel","Docentes",69
2007,"Tesalia","Docentes",92
2007,"Timaná","Docentes",167
2007,"Villavieja","Docentes",74
2007,"Yaguará","Docentes",62
2006,"Acevedo","Rector",8
2006,"Agrado","Rector",5
2006,"Aipe","Rector",5
2006,"Algeciras","Rector",6
2006,"Altamira","Rector",1
2006,"Baraya","Rector",5
2006,"Campoalegre","Rector",6
2006,"Colombia","Rector",6
2006,"Elias","Rector",1
2006,"Garzón","Rector",15
2006,"Gigante","Rector",9
2006,"Guadalupe","Rector",3
2006,"Hobo","Rector",1
2006,"Iquira","Rector",5
2006,"Isnos","Rector",7
2006,"La Argentina","Rector",5
2006,"La Plata","Rector",19
2006,"Nátaga","Rector",4
2006,"Neiva","Rector",40
2006,"Oporapa","Rector",3
2006,"Paicol","Rector",1
2006,"Palermo","Rector",8
2006,"Palestina","Rector",5
2006,"Pital","Rector",6
2006,"Pitalito","Rector",15
2006,"Rivera","Rector",4
2006,"Saladoblanco","Rector",2
2006,"San Agustín","Rector",9
2006,"Santa Maria","Rector",4
2006,"Suaza","Rector",7
2006,"Tarqui","Rector",6
2006,"Tello","Rector",4
2006,"Teruel","Rector",5
2006,"Tesalia","Rector",4
2006,"Timaná","Rector",6
2006,"Villavieja","Rector",4
2006,"Yaguará","Rector",2
2006,"Acevedo","Coordinador",6
2006,"Agrado","Coordinador",3
2006,"Aipe","Coordinador",6
2006,"Algeciras","Coordinador",8
2006,"Altamira","Coordinador",2
2006,"Baraya","Coordinador",2
2006,"Campoalegre","Coordinador",13
2006,"Colombia","Coordinador",1
2006,"Elias","Coordinador",2
2006,"Garzón","Coordinador",24
2006,"Gigante","Coordinador",12
2006,"Guadalupe","Coordinador",7
2006,"Hobo","Coordinador",3
2006,"Iquira","Coordinador",3
2006,"Isnos","Coordinador",8
2006,"La Argentina","Coordinador",3
2006,"La Plata","Coordinador",16
