"Ano","Municipio","Tipo Institucion","Area","Tipo Nivel Educativo","Grado","Numero Grado","Numero Matriculas"
2012,"Hobo","Oficial","Rural","Básica Secundaria","Noveno",9,3
2012,"Iquira","Oficial","Rural","Básica Secundaria","Noveno",9,53
2012,"Isnos","Oficial","Rural","Básica Secundaria","Noveno",9,174
2012,"La Argentina","Oficial","Rural","Básica Secundaria","Noveno",9,80
2012,"La Plata","Oficial","Rural","Básica Secundaria","Noveno",9,416
2012,"Nátaga","Oficial","Rural","Básica Secundaria","Noveno",9,36
2012,"Neiva","Oficial","Rural","Básica Secundaria","Noveno",9,316
2012,"Oporapa","Oficial","Rural","Básica Secundaria","Noveno",9,43
2012,"Paicol","Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Palermo","Oficial","Rural","Básica Secundaria","Noveno",9,124
2012,"Palestina","Oficial","Rural","Básica Secundaria","Noveno",9,73
2012,"Pital","Oficial","Rural","Básica Secundaria","Noveno",9,76
2012,"Pitalito","Oficial","Rural","Básica Secundaria","Noveno",9,395
2012,"Rivera","Oficial","Rural","Básica Secundaria","Noveno",9,122
2012,"Saladoblanco","Oficial","Rural","Básica Secundaria","Noveno",9,30
2012,"San Agustín","Oficial","Rural","Básica Secundaria","Noveno",9,156
2012,"Santa Maria","Oficial","Rural","Básica Secundaria","Noveno",9,67
2012,"Suaza","Oficial","Rural","Básica Secundaria","Noveno",9,132
2012,"Tarqui","Oficial","Rural","Básica Secundaria","Noveno",9,151
2012,"Tello","Oficial","Rural","Básica Secundaria","Noveno",9,90
2012,"Teruel","Oficial","Rural","Básica Secundaria","Noveno",9,24
2012,"Tesalia","Oficial","Rural","Básica Secundaria","Noveno",9,67
2012,"Timaná","Oficial","Rural","Básica Secundaria","Noveno",9,145
2012,"Villavieja","Oficial","Rural","Básica Secundaria","Noveno",9,28
2012,"Yaguará","Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Acevedo","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Agrado","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Aipe","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Algeciras","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Altamira","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Baraya","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Campoalegre","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Colombia","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Elias","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Garzón","No Oficial","Urbana","Básica Secundaria","Noveno",9,118
2012,"Gigante","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Guadalupe","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Hobo","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Iquira","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Isnos","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"La Argentina","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"La Plata","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Nátaga","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Neiva","No Oficial","Urbana","Básica Secundaria","Noveno",9,930
2012,"Oporapa","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Paicol","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Palermo","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Palestina","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Pital","No Oficial","Urbana","Básica Secundaria","Noveno",9,17
2012,"Pitalito","No Oficial","Urbana","Básica Secundaria","Noveno",9,144
2012,"Rivera","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Saladoblanco","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"San Agustín","No Oficial","Urbana","Básica Secundaria","Noveno",9,25
2012,"Santa Maria","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Suaza","No Oficial","Urbana","Básica Secundaria","Noveno",9,4
2012,"Tarqui","No Oficial","Urbana","Básica Secundaria","Noveno",9,14
2012,"Tello","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Teruel","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Tesalia","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Timaná","No Oficial","Urbana","Básica Secundaria","Noveno",9,11
2012,"Villavieja","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Yaguará","No Oficial","Urbana","Básica Secundaria","Noveno",9,0
2012,"Acevedo","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Agrado","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Aipe","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Algeciras","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Altamira","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Baraya","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Campoalegre","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Colombia","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Elias","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Garzón","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Gigante","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Guadalupe","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Hobo","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Iquira","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Isnos","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"La Argentina","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"La Plata","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Nátaga","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Neiva","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Oporapa","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Paicol","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Palermo","No Oficial","Rural","Básica Secundaria","Noveno",9,76
2012,"Palestina","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Pital","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Pitalito","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Rivera","No Oficial","Rural","Básica Secundaria","Noveno",9,47
2012,"Saladoblanco","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"San Agustín","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Santa Maria","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Suaza","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Tarqui","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Tello","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Teruel","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Tesalia","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Timaná","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Villavieja","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2012,"Yaguará","No Oficial","Rural","Básica Secundaria","Noveno",9,0
2014,"Acevedo","Oficial","Urbana","Media Vocacional","Décimo",10,122
2014,"Agrado","Oficial","Urbana","Media Vocacional","Décimo",10,97
2014,"Aipe","Oficial","Urbana","Media Vocacional","Décimo",10,140
2014,"Algeciras","Oficial","Urbana","Media Vocacional","Décimo",10,133
2014,"Altamira","Oficial","Urbana","Media Vocacional","Décimo",10,59
2014,"Baraya","Oficial","Urbana","Media Vocacional","Décimo",10,70
2014,"Campoalegre","Oficial","Urbana","Media Vocacional","Décimo",10,266
2014,"Colombia","Oficial","Urbana","Media Vocacional","Décimo",10,48
2014,"Elias","Oficial","Urbana","Media Vocacional","Décimo",10,41
2014,"Garzón","Oficial","Urbana","Media Vocacional","Décimo",10,522
2014,"Gigante","Oficial","Urbana","Media Vocacional","Décimo",10,191
2014,"Guadalupe","Oficial","Urbana","Media Vocacional","Décimo",10,104
2014,"Hobo","Oficial","Urbana","Media Vocacional","Décimo",10,61
2014,"Iquira","Oficial","Urbana","Media Vocacional","Décimo",10,74
2014,"Isnos","Oficial","Urbana","Media Vocacional","Décimo",10,159
2014,"La Argentina","Oficial","Urbana","Media Vocacional","Décimo",10,50
2014,"La Plata","Oficial","Urbana","Media Vocacional","Décimo",10,510
2014,"Nátaga","Oficial","Urbana","Media Vocacional","Décimo",10,69
2014,"Neiva","Oficial","Urbana","Media Vocacional","Décimo",10,3381
2014,"Oporapa","Oficial","Urbana","Media Vocacional","Décimo",10,79
2014,"Paicol","Oficial","Urbana","Media Vocacional","Décimo",10,85
2014,"Palermo","Oficial","Urbana","Media Vocacional","Décimo",10,131
2014,"Palestina","Oficial","Urbana","Media Vocacional","Décimo",10,75
2014,"Pital","Oficial","Urbana","Media Vocacional","Décimo",10,70
2014,"Pitalito","Oficial","Urbana","Media Vocacional","Décimo",10,1143
2014,"Rivera","Oficial","Urbana","Media Vocacional","Décimo",10,133
2014,"Saladoblanco","Oficial","Urbana","Media Vocacional","Décimo",10,84
2014,"San Agustín","Oficial","Urbana","Media Vocacional","Décimo",10,151
2014,"Santa Maria","Oficial","Urbana","Media Vocacional","Décimo",10,84
2014,"Suaza","Oficial","Urbana","Media Vocacional","Décimo",10,126
2014,"Tarqui","Oficial","Urbana","Media Vocacional","Décimo",10,84
2014,"Tello","Oficial","Urbana","Media Vocacional","Décimo",10,50
2014,"Teruel","Oficial","Urbana","Media Vocacional","Décimo",10,50
2014,"Tesalia","Oficial","Urbana","Media Vocacional","Décimo",10,100
2014,"Timaná","Oficial","Urbana","Media Vocacional","Décimo",10,126
2014,"Villavieja","Oficial","Urbana","Media Vocacional","Décimo",10,25
2014,"Yaguará","Oficial","Urbana","Media Vocacional","Décimo",10,119
2014,"Acevedo","Oficial","Rural","Media Vocacional","Décimo",10,112
2014,"Agrado","Oficial","Rural","Media Vocacional","Décimo",10,19
2014,"Aipe","Oficial","Rural","Media Vocacional","Décimo",10,66
2014,"Algeciras","Oficial","Rural","Media Vocacional","Décimo",10,106
2014,"Altamira","Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Baraya","Oficial","Rural","Media Vocacional","Décimo",10,22
2014,"Campoalegre","Oficial","Rural","Media Vocacional","Décimo",10,28
2014,"Colombia","Oficial","Rural","Media Vocacional","Décimo",10,5
2014,"Elias","Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Garzón","Oficial","Rural","Media Vocacional","Décimo",10,307
2014,"Gigante","Oficial","Rural","Media Vocacional","Décimo",10,226
2014,"Guadalupe","Oficial","Rural","Media Vocacional","Décimo",10,74
2014,"Hobo","Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Iquira","Oficial","Rural","Media Vocacional","Décimo",10,52
2014,"Isnos","Oficial","Rural","Media Vocacional","Décimo",10,96
2014,"La Argentina","Oficial","Rural","Media Vocacional","Décimo",10,94
2014,"La Plata","Oficial","Rural","Media Vocacional","Décimo",10,274
2014,"Nátaga","Oficial","Rural","Media Vocacional","Décimo",10,18
2014,"Neiva","Oficial","Rural","Media Vocacional","Décimo",10,267
2014,"Oporapa","Oficial","Rural","Media Vocacional","Décimo",10,54
2014,"Paicol","Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Palermo","Oficial","Rural","Media Vocacional","Décimo",10,104
2014,"Palestina","Oficial","Rural","Media Vocacional","Décimo",10,59
2014,"Pital","Oficial","Rural","Media Vocacional","Décimo",10,54
2014,"Pitalito","Oficial","Rural","Media Vocacional","Décimo",10,342
2014,"Rivera","Oficial","Rural","Media Vocacional","Décimo",10,84
2014,"Saladoblanco","Oficial","Rural","Media Vocacional","Décimo",10,35
2014,"San Agustín","Oficial","Rural","Media Vocacional","Décimo",10,156
2014,"Santa Maria","Oficial","Rural","Media Vocacional","Décimo",10,45
2014,"Suaza","Oficial","Rural","Media Vocacional","Décimo",10,64
2014,"Tarqui","Oficial","Rural","Media Vocacional","Décimo",10,161
2014,"Tello","Oficial","Rural","Media Vocacional","Décimo",10,62
2014,"Teruel","Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Tesalia","Oficial","Rural","Media Vocacional","Décimo",10,40
2014,"Timaná","Oficial","Rural","Media Vocacional","Décimo",10,121
2014,"Villavieja","Oficial","Rural","Media Vocacional","Décimo",10,33
2014,"Yaguará","Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Acevedo","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Agrado","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Aipe","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Algeciras","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Altamira","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Baraya","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Campoalegre","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Colombia","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Elias","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Garzón","No Oficial","Urbana","Media Vocacional","Décimo",10,79
2014,"Gigante","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Guadalupe","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Hobo","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Iquira","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Isnos","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"La Argentina","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"La Plata","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Nátaga","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Neiva","No Oficial","Urbana","Media Vocacional","Décimo",10,839
2014,"Oporapa","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Paicol","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Palermo","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Palestina","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Pital","No Oficial","Urbana","Media Vocacional","Décimo",10,20
2014,"Pitalito","No Oficial","Urbana","Media Vocacional","Décimo",10,109
2014,"Rivera","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Saladoblanco","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"San Agustín","No Oficial","Urbana","Media Vocacional","Décimo",10,26
2014,"Santa Maria","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Suaza","No Oficial","Urbana","Media Vocacional","Décimo",10,9
2014,"Tarqui","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Tello","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Teruel","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Tesalia","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Timaná","No Oficial","Urbana","Media Vocacional","Décimo",10,14
2014,"Villavieja","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Yaguará","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2014,"Acevedo","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Agrado","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Aipe","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Algeciras","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Altamira","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Baraya","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Campoalegre","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Colombia","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Elias","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Garzón","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Gigante","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Guadalupe","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Hobo","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Iquira","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Isnos","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"La Argentina","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"La Plata","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Nátaga","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Neiva","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Oporapa","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Paicol","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Palermo","No Oficial","Rural","Media Vocacional","Décimo",10,58
2014,"Palestina","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Pital","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Pitalito","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Rivera","No Oficial","Rural","Media Vocacional","Décimo",10,18
2014,"Saladoblanco","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"San Agustín","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Santa Maria","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Suaza","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Tarqui","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Tello","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Teruel","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Tesalia","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Timaná","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Villavieja","No Oficial","Rural","Media Vocacional","Décimo",10,0
2014,"Yaguará","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Acevedo","Oficial","Urbana","Media Vocacional","Décimo",10,104
2013,"Agrado","Oficial","Urbana","Media Vocacional","Décimo",10,103
2013,"Aipe","Oficial","Urbana","Media Vocacional","Décimo",10,135
2013,"Algeciras","Oficial","Urbana","Media Vocacional","Décimo",10,146
2013,"Altamira","Oficial","Urbana","Media Vocacional","Décimo",10,46
2013,"Baraya","Oficial","Urbana","Media Vocacional","Décimo",10,60
2013,"Campoalegre","Oficial","Urbana","Media Vocacional","Décimo",10,297
2013,"Colombia","Oficial","Urbana","Media Vocacional","Décimo",10,40
2013,"Elias","Oficial","Urbana","Media Vocacional","Décimo",10,40
2013,"Garzón","Oficial","Urbana","Media Vocacional","Décimo",10,522
2013,"Gigante","Oficial","Urbana","Media Vocacional","Décimo",10,193
2013,"Guadalupe","Oficial","Urbana","Media Vocacional","Décimo",10,158
2013,"Hobo","Oficial","Urbana","Media Vocacional","Décimo",10,84
2013,"Iquira","Oficial","Urbana","Media Vocacional","Décimo",10,73
2013,"Isnos","Oficial","Urbana","Media Vocacional","Décimo",10,186
2013,"La Argentina","Oficial","Urbana","Media Vocacional","Décimo",10,74
2013,"La Plata","Oficial","Urbana","Media Vocacional","Décimo",10,384
2013,"Nátaga","Oficial","Urbana","Media Vocacional","Décimo",10,79
2013,"Neiva","Oficial","Urbana","Media Vocacional","Décimo",10,3248
2013,"Oporapa","Oficial","Urbana","Media Vocacional","Décimo",10,83
2013,"Paicol","Oficial","Urbana","Media Vocacional","Décimo",10,76
2013,"Palermo","Oficial","Urbana","Media Vocacional","Décimo",10,195
2013,"Palestina","Oficial","Urbana","Media Vocacional","Décimo",10,97
2013,"Pital","Oficial","Urbana","Media Vocacional","Décimo",10,69
2013,"Pitalito","Oficial","Urbana","Media Vocacional","Décimo",10,1137
2013,"Rivera","Oficial","Urbana","Media Vocacional","Décimo",10,157
2013,"Saladoblanco","Oficial","Urbana","Media Vocacional","Décimo",10,62
2013,"San Agustín","Oficial","Urbana","Media Vocacional","Décimo",10,224
2013,"Santa Maria","Oficial","Urbana","Media Vocacional","Décimo",10,87
2013,"Suaza","Oficial","Urbana","Media Vocacional","Décimo",10,92
2013,"Tarqui","Oficial","Urbana","Media Vocacional","Décimo",10,79
2013,"Tello","Oficial","Urbana","Media Vocacional","Décimo",10,50
2013,"Teruel","Oficial","Urbana","Media Vocacional","Décimo",10,50
2013,"Tesalia","Oficial","Urbana","Media Vocacional","Décimo",10,133
2013,"Timaná","Oficial","Urbana","Media Vocacional","Décimo",10,128
2013,"Villavieja","Oficial","Urbana","Media Vocacional","Décimo",10,43
2013,"Yaguará","Oficial","Urbana","Media Vocacional","Décimo",10,113
2013,"Acevedo","Oficial","Rural","Media Vocacional","Décimo",10,96
2013,"Agrado","Oficial","Rural","Media Vocacional","Décimo",10,18
2013,"Aipe","Oficial","Rural","Media Vocacional","Décimo",10,57
2013,"Algeciras","Oficial","Rural","Media Vocacional","Décimo",10,87
2013,"Altamira","Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Baraya","Oficial","Rural","Media Vocacional","Décimo",10,23
2013,"Campoalegre","Oficial","Rural","Media Vocacional","Décimo",10,22
2013,"Colombia","Oficial","Rural","Media Vocacional","Décimo",10,7
2013,"Elias","Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Garzón","Oficial","Rural","Media Vocacional","Décimo",10,255
2013,"Gigante","Oficial","Rural","Media Vocacional","Décimo",10,218
2013,"Guadalupe","Oficial","Rural","Media Vocacional","Décimo",10,75
2013,"Hobo","Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Iquira","Oficial","Rural","Media Vocacional","Décimo",10,31
2013,"Isnos","Oficial","Rural","Media Vocacional","Décimo",10,92
2013,"La Argentina","Oficial","Rural","Media Vocacional","Décimo",10,83
2013,"La Plata","Oficial","Rural","Media Vocacional","Décimo",10,326
2013,"Nátaga","Oficial","Rural","Media Vocacional","Décimo",10,20
2013,"Neiva","Oficial","Rural","Media Vocacional","Décimo",10,252
2013,"Oporapa","Oficial","Rural","Media Vocacional","Décimo",10,37
2013,"Paicol","Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Palermo","Oficial","Rural","Media Vocacional","Décimo",10,105
2013,"Palestina","Oficial","Rural","Media Vocacional","Décimo",10,41
2013,"Pital","Oficial","Rural","Media Vocacional","Décimo",10,57
2013,"Pitalito","Oficial","Rural","Media Vocacional","Décimo",10,339
2013,"Rivera","Oficial","Rural","Media Vocacional","Décimo",10,90
2013,"Saladoblanco","Oficial","Rural","Media Vocacional","Décimo",10,32
2013,"San Agustín","Oficial","Rural","Media Vocacional","Décimo",10,116
2013,"Santa Maria","Oficial","Rural","Media Vocacional","Décimo",10,62
2013,"Suaza","Oficial","Rural","Media Vocacional","Décimo",10,74
2013,"Tarqui","Oficial","Rural","Media Vocacional","Décimo",10,132
2013,"Tello","Oficial","Rural","Media Vocacional","Décimo",10,85
2013,"Teruel","Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Tesalia","Oficial","Rural","Media Vocacional","Décimo",10,41
2013,"Timaná","Oficial","Rural","Media Vocacional","Décimo",10,120
2013,"Villavieja","Oficial","Rural","Media Vocacional","Décimo",10,24
2013,"Yaguará","Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Acevedo","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Agrado","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Aipe","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Algeciras","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Altamira","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Baraya","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Campoalegre","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Colombia","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Elias","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Garzón","No Oficial","Urbana","Media Vocacional","Décimo",10,114
2013,"Gigante","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Guadalupe","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Hobo","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Iquira","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Isnos","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"La Argentina","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"La Plata","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Nátaga","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Neiva","No Oficial","Urbana","Media Vocacional","Décimo",10,767
2013,"Oporapa","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Paicol","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Palermo","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Palestina","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Pital","No Oficial","Urbana","Media Vocacional","Décimo",10,14
2013,"Pitalito","No Oficial","Urbana","Media Vocacional","Décimo",10,133
2013,"Rivera","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Saladoblanco","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"San Agustín","No Oficial","Urbana","Media Vocacional","Décimo",10,25
2013,"Santa Maria","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Suaza","No Oficial","Urbana","Media Vocacional","Décimo",10,5
2013,"Tarqui","No Oficial","Urbana","Media Vocacional","Décimo",10,6
2013,"Tello","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Teruel","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Tesalia","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Timaná","No Oficial","Urbana","Media Vocacional","Décimo",10,10
2013,"Villavieja","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Yaguará","No Oficial","Urbana","Media Vocacional","Décimo",10,0
2013,"Acevedo","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Agrado","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Aipe","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Algeciras","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Altamira","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Baraya","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Campoalegre","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Colombia","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Elias","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Garzón","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Gigante","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Guadalupe","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Hobo","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Iquira","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Isnos","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"La Argentina","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"La Plata","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Nátaga","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Neiva","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Oporapa","No Oficial","Rural","Media Vocacional","Décimo",10,0
2013,"Paicol","No Oficial","Rural","Media Vocacional","Décimo",10,0
